,date,season,hour,holiday,weekday,workingday,weather,casual,registered,count
2515,2011-04-19,2,17,0,2,1,1,39,372,411
2516,2011-04-19,2,18,0,2,1,2,44,377,421
2517,2011-04-19,2,19,0,2,1,2,28,248,276
2518,2011-04-19,2,20,0,2,1,2,20,148,168
2519,2011-04-19,2,21,0,2,1,2,8,114,122
2520,2011-04-19,2,22,0,2,1,1,3,109,112
2521,2011-04-19,2,23,0,2,1,1,11,41,52
2522,2011-04-20,2,0,0,3,1,1,4,29,33
2523,2011-04-20,2,1,0,3,1,1,2,5,7
2524,2011-04-20,2,2,0,3,1,1,0,2,2
2525,2011-04-20,2,3,0,3,1,1,0,2,2
2526,2011-04-20,2,4,0,3,1,1,5,4,9
2527,2011-04-20,2,5,0,3,1,1,1,14,15
2528,2011-04-20,2,6,0,3,1,1,2,62,64
2529,2011-04-20,2,7,0,3,1,1,26,211,237
2530,2011-04-20,2,8,0,3,1,1,22,374,396
2531,2011-04-20,2,9,0,3,1,1,27,170,197
2532,2011-04-20,2,10,0,3,1,1,45,86,131
2533,2011-04-20,2,11,0,3,1,1,31,87,118
2534,2011-04-20,2,12,0,3,1,1,28,117,145
2535,2011-04-20,2,13,0,3,1,1,42,135,177
2536,2011-04-20,2,14,0,3,1,1,33,115,148
2537,2011-04-20,2,15,0,3,1,2,32,113,145
2538,2011-04-20,2,16,0,3,1,2,54,201,255
2539,2011-04-20,2,17,0,3,1,2,34,398,432
2540,2011-04-20,2,18,0,3,1,1,56,385,441
2541,2011-04-20,2,19,0,3,1,1,74,309,383
2542,2011-04-20,2,20,0,3,1,1,31,194,225
2543,2011-04-20,2,21,0,3,1,1,38,134,172
2544,2011-04-20,2,22,0,3,1,1,12,105,117
2545,2011-04-20,2,23,0,3,1,1,14,79,93
2546,2011-04-21,2,0,0,4,1,1,11,33,44
2547,2011-04-21,2,1,0,4,1,1,6,20,26
2548,2011-04-21,2,2,0,4,1,1,3,10,13
2549,2011-04-21,2,3,0,4,1,2,4,3,7
2550,2011-04-21,2,4,0,4,1,2,2,4,6
2551,2011-04-21,2,5,0,4,1,2,0,14,14
2552,2011-04-21,2,6,0,4,1,2,2,73,75
2553,2011-04-21,2,7,0,4,1,2,15,183,198
2554,2011-04-21,2,8,0,4,1,2,19,346,365
2555,2011-04-21,2,9,0,4,1,2,18,178,196
2556,2011-04-21,2,10,0,4,1,1,25,73,98
2557,2011-04-21,2,11,0,4,1,1,34,99,133
2558,2011-04-21,2,12,0,4,1,1,49,150,199
2559,2011-04-21,2,13,0,4,1,1,55,122,177
2560,2011-04-21,2,14,0,4,1,1,68,160,228
2561,2011-04-21,2,15,0,4,1,1,69,166,235
2562,2011-04-21,2,16,0,4,1,1,66,228,294
2563,2011-04-21,2,17,0,4,1,1,79,402,481
2564,2011-04-21,2,18,0,4,1,1,71,381,452
2565,2011-04-21,2,19,0,4,1,1,52,272,324
2566,2011-04-21,2,20,0,4,1,1,28,176,204
2567,2011-04-21,2,21,0,4,1,1,25,159,184
2568,2011-04-21,2,22,0,4,1,1,31,106,137
2569,2011-04-21,2,23,0,4,1,1,13,86,99
2570,2011-04-22,2,0,0,5,1,1,3,30,33
2571,2011-04-22,2,1,0,5,1,1,2,22,24
2572,2011-04-22,2,2,0,5,1,1,2,7,9
2573,2011-04-22,2,3,0,5,1,1,0,2,2
2574,2011-04-22,2,4,0,5,1,1,1,2,3
2575,2011-04-22,2,5,0,5,1,1,0,16,16
2576,2011-04-22,2,6,0,5,1,1,2,47,49
2577,2011-04-22,2,7,0,5,1,2,5,175,180
2578,2011-04-22,2,8,0,5,1,2,15,331,346
2579,2011-04-22,2,9,0,5,1,3,17,178,195
2580,2011-04-22,2,10,0,5,1,2,32,104,136
2581,2011-04-22,2,11,0,5,1,3,23,83,106
2582,2011-04-22,2,12,0,5,1,3,19,61,80
2583,2011-04-22,2,13,0,5,1,3,3,37,40
2584,2011-04-22,2,14,0,5,1,3,3,33,36
2585,2011-04-22,2,15,0,5,1,3,13,62,75
2586,2011-04-22,2,16,0,5,1,3,4,58,62
2587,2011-04-22,2,17,0,5,1,3,6,63,69
2588,2011-04-22,2,18,0,5,1,3,4,47,51
2589,2011-04-22,2,19,0,5,1,3,7,48,55
2590,2011-04-22,2,20,0,5,1,3,8,39,47
2591,2011-04-22,2,21,0,5,1,3,5,23,28
2592,2011-04-22,2,22,0,5,1,3,3,21,24
2593,2011-04-22,2,23,0,5,1,3,0,17,17
2594,2011-04-23,2,0,0,6,0,2,0,18,18
2595,2011-04-23,2,1,0,6,0,2,5,11,16
2596,2011-04-23,2,2,0,6,0,3,3,14,17
2597,2011-04-23,2,3,0,6,0,3,0,4,4
2598,2011-04-23,2,4,0,6,0,3,2,3,5
2599,2011-04-23,2,5,0,6,0,3,1,6,7
2600,2011-04-23,2,6,0,6,0,2,0,11,11
2601,2011-04-23,2,7,0,6,0,3,2,17,19
2602,2011-04-23,2,8,0,6,0,2,15,32,47
2603,2011-04-23,2,9,0,6,0,2,13,55,68
2604,2011-04-23,2,10,0,6,0,2,36,93,129
2605,2011-04-23,2,11,0,6,0,2,68,164,232
2606,2011-04-23,2,12,0,6,0,1,94,197,291
2607,2011-04-23,2,13,0,6,0,1,126,186,312
2608,2011-04-23,2,14,0,6,0,1,182,209,391
2609,2011-04-23,2,15,0,6,0,1,171,226,397
2610,2011-04-23,2,16,0,6,0,1,180,246,426
2611,2011-04-23,2,17,0,6,0,1,168,215,383
2612,2011-04-23,2,18,0,6,0,1,149,227,376
2613,2011-04-23,2,19,0,6,0,1,84,199,283
2614,2011-04-23,2,20,0,6,0,2,45,138,183
2615,2011-04-23,2,21,0,6,0,2,32,103,135
2616,2011-04-23,2,22,0,6,0,2,55,114,169
2617,2011-04-23,2,23,0,6,0,2,31,86,117
2618,2011-04-24,2,0,0,0,0,1,30,66,96
2619,2011-04-24,2,1,0,0,0,1,14,40,54
2620,2011-04-24,2,2,0,0,0,1,27,45,72
2621,2011-04-24,2,3,0,0,0,1,4,20,24
2622,2011-04-24,2,4,0,0,0,1,0,5,5
2623,2011-04-24,2,5,0,0,0,1,5,7,12
2624,2011-04-24,2,6,0,0,0,2,10,3,13
2625,2011-04-24,2,7,0,0,0,2,16,11,27
2626,2011-04-24,2,8,0,0,0,1,38,42,80
2627,2011-04-24,2,9,0,0,0,1,73,104,177
2628,2011-04-24,2,10,0,0,0,1,118,171,289
2629,2011-04-24,2,11,0,0,0,1,124,193,317
2630,2011-04-24,2,12,0,0,0,1,168,220,388
2631,2011-04-24,2,13,0,0,0,1,205,236,441
2632,2011-04-24,2,14,0,0,0,1,197,223,420
2633,2011-04-24,2,15,0,0,0,1,167,202,369
2634,2011-04-24,2,16,0,0,0,1,162,197,359
2635,2011-04-24,2,17,0,0,0,1,142,189,331
2636,2011-04-24,2,18,0,0,0,1,96,174,270
2637,2011-04-24,2,19,0,0,0,3,62,132,194
2638,2011-04-24,2,20,0,0,0,3,34,71,105
2639,2011-04-24,2,21,0,0,0,3,8,53,61
2640,2011-04-24,2,22,0,0,0,3,5,40,45
2641,2011-04-24,2,23,0,0,0,3,5,37,42
2642,2011-04-25,2,0,0,1,1,3,2,10,12
2643,2011-04-25,2,1,0,1,1,1,2,8,10
2644,2011-04-25,2,2,0,1,1,1,1,9,10
2645,2011-04-25,2,3,0,1,1,2,2,8,10
2646,2011-04-25,2,4,0,1,1,2,1,4,5
2647,2011-04-25,2,5,0,1,1,2,3,14,17
2648,2011-04-25,2,6,0,1,1,2,7,59,66
2649,2011-04-25,2,7,0,1,1,2,13,183,196
2650,2011-04-25,2,8,0,1,1,1,27,326,353
2651,2011-04-25,2,9,0,1,1,1,27,147,174
2652,2011-04-25,2,10,0,1,1,1,61,64,125
2653,2011-04-25,2,11,0,1,1,1,53,94,147
2654,2011-04-25,2,12,0,1,1,1,48,140,188
2655,2011-04-25,2,13,0,1,1,1,57,146,203
2656,2011-04-25,2,14,0,1,1,1,47,99,146
2657,2011-04-25,2,15,0,1,1,1,50,125,175
2658,2011-04-25,2,16,0,1,1,1,41,198,239
2659,2011-04-25,2,17,0,1,1,1,80,441,521
2660,2011-04-25,2,18,0,1,1,1,74,425,499
2661,2011-04-25,2,19,0,1,1,1,62,320,382
2662,2011-04-25,2,20,0,1,1,1,42,195,237
2663,2011-04-25,2,21,0,1,1,1,41,149,190
2664,2011-04-25,2,22,0,1,1,1,23,83,106
2665,2011-04-25,2,23,0,1,1,1,9,53,62
2666,2011-04-26,2,0,0,2,1,1,10,17,27
2667,2011-04-26,2,1,0,2,1,1,16,5,21
2668,2011-04-26,2,2,0,2,1,1,17,9,26
2669,2011-04-26,2,3,0,2,1,1,17,4,21
2670,2011-04-26,2,4,0,2,1,1,2,4,6
2671,2011-04-26,2,5,0,2,1,1,0,16,16
2672,2011-04-26,2,6,0,2,1,1,0,80,80
2673,2011-04-26,2,7,0,2,1,1,16,254,270
2674,2011-04-26,2,8,0,2,1,1,32,417,449
2675,2011-04-26,2,9,0,2,1,1,35,164,199
2676,2011-04-26,2,10,0,2,1,1,22,98,120
2677,2011-04-26,2,11,0,2,1,1,40,132,172
2678,2011-04-26,2,12,0,2,1,1,40,146,186
2679,2011-04-26,2,13,0,2,1,1,37,139,176
2680,2011-04-26,2,14,0,2,1,1,40,115,155
2681,2011-04-26,2,15,0,2,1,1,34,119,153
2682,2011-04-26,2,16,0,2,1,1,40,251,291
2683,2011-04-26,2,17,0,2,1,1,66,455,521
2684,2011-04-26,2,18,0,2,1,1,65,463,528
2685,2011-04-26,2,19,0,2,1,1,42,286,328
2686,2011-04-26,2,20,0,2,1,1,35,199,234
2687,2011-04-26,2,21,0,2,1,1,33,162,195
2688,2011-04-26,2,22,0,2,1,2,32,116,148
2689,2011-04-26,2,23,0,2,1,2,7,71,78
2690,2011-04-27,2,0,0,3,1,1,3,24,27
2691,2011-04-27,2,1,0,3,1,1,2,15,17
2692,2011-04-27,2,2,0,3,1,1,0,5,5
2693,2011-04-27,2,3,0,3,1,2,3,4,7
2694,2011-04-27,2,4,0,3,1,1,0,6,6
2695,2011-04-27,2,5,0,3,1,2,1,16,17
2696,2011-04-27,2,6,0,3,1,1,5,79,84
2697,2011-04-27,2,7,0,3,1,2,17,229,246
2698,2011-04-27,2,8,0,3,1,2,31,413,444
2699,2011-04-27,2,9,0,3,1,2,20,161,181
2700,2011-04-27,2,10,0,3,1,2,26,66,92
2701,2011-04-27,2,11,0,3,1,2,53,103,156
2702,2011-04-27,2,12,0,3,1,1,38,135,173
2703,2011-04-27,2,13,0,3,1,1,31,119,150
2704,2011-04-27,2,14,0,3,1,1,29,119,148
2705,2011-04-27,2,15,0,3,1,1,18,120,138
2706,2011-04-27,2,16,0,3,1,1,29,189,218
2707,2011-04-27,2,17,0,3,1,3,63,458,521
2708,2011-04-27,2,18,0,3,1,3,46,366,412
2709,2011-04-27,2,19,0,3,1,1,40,220,260
2710,2011-04-27,2,20,0,3,1,1,30,188,218
2711,2011-04-27,2,21,0,3,1,1,19,126,145
2712,2011-04-27,2,22,0,3,1,2,18,111,129
2713,2011-04-27,2,23,0,3,1,2,25,53,78
2714,2011-04-28,2,0,0,4,1,1,13,41,54
2715,2011-04-28,2,1,0,4,1,2,8,12,20
2716,2011-04-28,2,2,0,4,1,2,14,7,21
2717,2011-04-28,2,3,0,4,1,2,2,1,3
2718,2011-04-28,2,4,0,4,1,2,4,5,9
2719,2011-04-28,2,5,0,4,1,2,0,13,13
2720,2011-04-28,2,6,0,4,1,2,7,79,86
2721,2011-04-28,2,7,0,4,1,2,14,201,215
2722,2011-04-28,2,8,0,4,1,2,31,367,398
2723,2011-04-28,2,9,0,4,1,3,18,165,183
2724,2011-04-28,2,10,0,4,1,2,9,45,54
2725,2011-04-28,2,11,0,4,1,2,10,74,84
2726,2011-04-28,2,12,0,4,1,2,23,84,107
2727,2011-04-28,2,13,0,4,1,2,18,103,121
2728,2011-04-28,2,14,0,4,1,1,21,121,142
2729,2011-04-28,2,15,0,4,1,1,46,117,163
2730,2011-04-28,2,16,0,4,1,1,42,228,270
2731,2011-04-28,2,17,0,4,1,1,49,406,455
2732,2011-04-28,2,18,0,4,1,1,44,486,530
2733,2011-04-28,2,19,0,4,1,1,57,347,404
2734,2011-04-28,2,20,0,4,1,1,49,220,269
2735,2011-04-28,2,21,0,4,1,1,27,167,194
2736,2011-04-28,2,22,0,4,1,1,34,119,153
2737,2011-04-28,2,23,0,4,1,1,29,81,110
2738,2011-04-29,2,0,0,5,1,1,11,37,48
2739,2011-04-29,2,1,0,5,1,1,10,21,31
2740,2011-04-29,2,2,0,5,1,1,2,8,10
2741,2011-04-29,2,3,0,5,1,1,1,4,5
2742,2011-04-29,2,4,0,5,1,1,0,6,6
2743,2011-04-29,2,5,0,5,1,1,0,25,25
2744,2011-04-29,2,6,0,5,1,1,4,67,71
2745,2011-04-29,2,7,0,5,1,1,18,222,240
2746,2011-04-29,2,8,0,5,1,1,35,386,421
2747,2011-04-29,2,9,0,5,1,1,45,185,230
2748,2011-04-29,2,10,0,5,1,1,57,99,156
2749,2011-04-29,2,11,0,5,1,1,49,108,157
2750,2011-04-29,2,12,0,5,1,1,63,160,223
2751,2011-04-29,2,13,0,5,1,1,74,234,308
2752,2011-04-29,2,14,0,5,1,1,58,190,248
2753,2011-04-29,2,15,0,5,1,2,77,175,252
2754,2011-04-29,2,16,0,5,1,2,59,240,299
2755,2011-04-29,2,17,0,5,1,2,75,433,508
2756,2011-04-29,2,18,0,5,1,1,55,384,439
2757,2011-04-29,2,19,0,5,1,1,40,230,270
2758,2011-04-29,2,20,0,5,1,1,34,160,194
2759,2011-04-29,2,21,0,5,1,1,50,145,195
2760,2011-04-29,2,22,0,5,1,1,36,110,146
2761,2011-04-29,2,23,0,5,1,2,25,88,113
2762,2011-04-30,2,0,0,6,0,2,33,73,106
2763,2011-04-30,2,1,0,6,0,2,15,59,74
2764,2011-04-30,2,2,0,6,0,2,12,53,65
2765,2011-04-30,2,3,0,6,0,2,4,13,17
2766,2011-04-30,2,4,0,6,0,2,2,5,7
2767,2011-04-30,2,5,0,6,0,1,3,4,7
2768,2011-04-30,2,6,0,6,0,1,10,11,21
2769,2011-04-30,2,7,0,6,0,1,21,27,48
2770,2011-04-30,2,8,0,6,0,1,21,70,91
2771,2011-04-30,2,9,0,6,0,1,35,121,156
2772,2011-04-30,2,10,0,6,0,1,94,185,279
2773,2011-04-30,2,11,0,6,0,1,120,201,321
2774,2011-04-30,2,12,0,6,0,1,178,238,416
2775,2011-04-30,2,13,0,6,0,1,185,270,455
2776,2011-04-30,2,14,0,6,0,1,184,268,452
2777,2011-04-30,2,15,0,6,0,1,217,282,499
2778,2011-04-30,2,16,0,6,0,1,191,273,464
2779,2011-04-30,2,17,0,6,0,1,162,245,407
2780,2011-04-30,2,18,0,6,0,1,134,237,371
2781,2011-04-30,2,19,0,6,0,1,150,237,387
2782,2011-04-30,2,20,0,6,0,1,65,159,224
2783,2011-04-30,2,21,0,6,0,1,58,119,177
2784,2011-04-30,2,22,0,6,0,1,37,106,143
2785,2011-04-30,2,23,0,6,0,1,34,91,125
2786,2011-05-01,2,0,0,0,0,1,19,77,96
2787,2011-05-01,2,1,0,0,0,1,9,50,59
2788,2011-05-01,2,2,0,0,0,1,7,43,50
2789,2011-05-01,2,3,0,0,0,1,8,15,23
2790,2011-05-01,2,4,0,0,0,1,6,11,17
2791,2011-05-01,2,5,0,0,0,1,0,10,10
2792,2011-05-01,2,6,0,0,0,2,4,9,13
2793,2011-05-01,2,7,0,0,0,2,7,26,33
2794,2011-05-01,2,8,0,0,0,2,16,43,59
2795,2011-05-01,2,9,0,0,0,2,45,96,141
2796,2011-05-01,2,10,0,0,0,2,109,155,264
2797,2011-05-01,2,11,0,0,0,1,109,141,250
2798,2011-05-01,2,12,0,0,0,2,109,172,281
2799,2011-05-01,2,13,0,0,0,2,123,209,332
2800,2011-05-01,2,14,0,0,0,2,85,153,238
2801,2011-05-01,2,15,0,0,0,2,113,153,266
2802,2011-05-01,2,16,0,0,0,2,75,139,214
2803,2011-05-01,2,17,0,0,0,2,60,136,196
2804,2011-05-01,2,18,0,0,0,2,33,126,159
2805,2011-05-01,2,19,0,0,0,2,47,131,178
2806,2011-05-01,2,20,0,0,0,2,35,86,121
2807,2011-05-01,2,21,0,0,0,2,23,82,105
2808,2011-05-01,2,22,0,0,0,2,32,68,100
2809,2011-05-01,2,23,0,0,0,1,64,82,146
2810,2011-05-02,2,0,0,1,1,1,68,109,177
2811,2011-05-02,2,1,0,1,1,1,41,73,114
2812,2011-05-02,2,2,0,1,1,2,16,19,35
2813,2011-05-02,2,3,0,1,1,1,9,7,16
2814,2011-05-02,2,4,0,1,1,1,9,8,17
2815,2011-05-02,2,5,0,1,1,2,4,16,20
2816,2011-05-02,2,6,0,1,1,1,3,59,62
2817,2011-05-02,2,7,0,1,1,2,16,193,209
2818,2011-05-02,2,8,0,1,1,2,21,350,371
2819,2011-05-02,2,9,0,1,1,2,41,131,172
2820,2011-05-02,2,10,0,1,1,2,31,77,108
2821,2011-05-02,2,11,0,1,1,1,34,96,130
2822,2011-05-02,2,12,0,1,1,1,40,147,187
2823,2011-05-02,2,13,0,1,1,2,51,119,170
2824,2011-05-02,2,14,0,1,1,1,48,133,181
2825,2011-05-02,2,15,0,1,1,1,45,110,155
2826,2011-05-02,2,16,0,1,1,1,49,220,269
2827,2011-05-02,2,17,0,1,1,1,65,472,537
2828,2011-05-02,2,18,0,1,1,2,68,450,518
2829,2011-05-02,2,19,0,1,1,2,46,268,314
2830,2011-05-02,2,20,0,1,1,2,44,174,218
2831,2011-05-02,2,21,0,1,1,2,54,178,232
2832,2011-05-02,2,22,0,1,1,2,28,97,125
2833,2011-05-02,2,23,0,1,1,2,16,48,64
2834,2011-05-03,2,0,0,2,1,2,0,16,16
2835,2011-05-03,2,1,0,2,1,2,0,14,14
2836,2011-05-03,2,2,0,2,1,2,0,5,5
2837,2011-05-03,2,3,0,2,1,1,0,2,2
2838,2011-05-03,2,4,0,2,1,1,3,1,4
2839,2011-05-03,2,5,0,2,1,1,0,14,14
2840,2011-05-03,2,6,0,2,1,2,7,102,109
2841,2011-05-03,2,7,0,2,1,2,17,248,265
2842,2011-05-03,2,8,0,2,1,2,24,435,459
2843,2011-05-03,2,9,0,2,1,2,29,157,186
2844,2011-05-03,2,10,0,2,1,2,36,91,127
2845,2011-05-03,2,11,0,2,1,2,20,120,140
2846,2011-05-03,2,12,0,2,1,2,48,169,217
2847,2011-05-03,2,13,0,2,1,2,50,144,194
2848,2011-05-03,2,14,0,2,1,2,36,122,158
2849,2011-05-03,2,15,0,2,1,2,37,117,154
2850,2011-05-03,2,16,0,2,1,1,46,225,271
2851,2011-05-03,2,17,0,2,1,1,53,464,517
2852,2011-05-03,2,18,0,2,1,1,59,485,544
2853,2011-05-03,2,19,0,2,1,1,42,323,365
2854,2011-05-03,2,20,0,2,1,1,28,262,290
2855,2011-05-03,2,21,0,2,1,2,42,183,225
2856,2011-05-03,2,22,0,2,1,2,14,99,113
2857,2011-05-03,2,23,0,2,1,2,12,50,62
2858,2011-05-04,2,0,0,3,1,3,5,22,27
2859,2011-05-04,2,1,0,3,1,3,1,6,7
2860,2011-05-04,2,2,0,3,1,3,0,4,4
2861,2011-05-04,2,3,0,3,1,3,0,1,1
2862,2011-05-04,2,4,0,3,1,3,1,2,3
2863,2011-05-04,2,5,0,3,1,3,1,8,9
2864,2011-05-04,2,6,0,3,1,3,0,21,21
2865,2011-05-04,2,7,0,3,1,3,6,46,52
2866,2011-05-04,2,8,0,3,1,3,5,74,79
2867,2011-05-04,2,9,0,3,1,3,5,35,40
2868,2011-05-04,2,10,0,3,1,2,5,26,31
2869,2011-05-04,2,11,0,3,1,1,3,69,72
2870,2011-05-04,2,12,0,3,1,2,19,105,124
2871,2011-05-04,2,13,0,3,1,2,15,128,143
2872,2011-05-04,2,14,0,3,1,1,13,94,107
2873,2011-05-04,2,15,0,3,1,1,22,107,129
2874,2011-05-04,2,16,0,3,1,1,22,173,195
2875,2011-05-04,2,17,0,3,1,1,22,388,410
2876,2011-05-04,2,18,0,3,1,1,29,367,396
2877,2011-05-04,2,19,0,3,1,1,30,266,296
2878,2011-05-04,2,20,0,3,1,1,17,174,191
2879,2011-05-04,2,21,0,3,1,1,17,133,150
2880,2011-05-04,2,22,0,3,1,1,9,80,89
2881,2011-05-04,2,23,0,3,1,1,8,49,57
2882,2011-05-05,2,0,0,4,1,1,4,23,27
2883,2011-05-05,2,1,0,4,1,1,4,6,10
2884,2011-05-05,2,2,0,4,1,1,1,4,5
2885,2011-05-05,2,3,0,4,1,1,0,4,4
2886,2011-05-05,2,4,0,4,1,1,4,3,7
2887,2011-05-05,2,5,0,4,1,1,1,29,30
2888,2011-05-05,2,6,0,4,1,1,3,86,89
2889,2011-05-05,2,7,0,4,1,1,16,255,271
2890,2011-05-05,2,8,0,4,1,1,25,415,440
2891,2011-05-05,2,9,0,4,1,1,20,164,184
2892,2011-05-05,2,10,0,4,1,1,30,98,128
2893,2011-05-05,2,11,0,4,1,1,43,105,148
2894,2011-05-05,2,12,0,4,1,1,27,169,196
2895,2011-05-05,2,13,0,4,1,1,50,142,192
2896,2011-05-05,2,14,0,4,1,1,19,135,154
2897,2011-05-05,2,15,0,4,1,1,27,120,147
2898,2011-05-05,2,16,0,4,1,1,36,233,269
2899,2011-05-05,2,17,0,4,1,1,66,467,533
2900,2011-05-05,2,18,0,4,1,1,64,456,520
2901,2011-05-05,2,19,0,4,1,1,56,305,361
2902,2011-05-05,2,20,0,4,1,1,33,225,258
2903,2011-05-05,2,21,0,4,1,1,39,141,180
2904,2011-05-05,2,22,0,4,1,1,30,135,165
2905,2011-05-05,2,23,0,4,1,1,16,99,115
2906,2011-05-06,2,0,0,5,1,1,13,43,56
2907,2011-05-06,2,1,0,5,1,1,8,24,32
2908,2011-05-06,2,2,0,5,1,1,1,15,16
2909,2011-05-06,2,3,0,5,1,1,3,6,9
2910,2011-05-06,2,4,0,5,1,1,0,1,1
2911,2011-05-06,2,5,0,5,1,1,0,16,16
2912,2011-05-06,2,6,0,5,1,1,8,74,82
2913,2011-05-06,2,7,0,5,1,1,20,202,222
2914,2011-05-06,2,8,0,5,1,1,35,415,450
2915,2011-05-06,2,9,0,5,1,1,27,161,188
2916,2011-05-06,2,10,0,5,1,2,30,97,127
2917,2011-05-06,2,11,0,5,1,2,42,123,165
2918,2011-05-06,2,12,0,5,1,1,48,198,246
2919,2011-05-06,2,13,0,5,1,1,71,182,253
2920,2011-05-06,2,14,0,5,1,1,86,127,213
2921,2011-05-06,2,15,0,5,1,1,89,171,260
2922,2011-05-06,2,16,0,5,1,1,82,262,344
2923,2011-05-06,2,17,0,5,1,1,83,470,553
2924,2011-05-06,2,18,0,5,1,3,85,385,470
2925,2011-05-06,2,19,0,5,1,3,39,253,292
2926,2011-05-06,2,20,0,5,1,1,29,161,190
2927,2011-05-06,2,21,0,5,1,1,22,130,152
2928,2011-05-06,2,22,0,5,1,1,46,105,151
2929,2011-05-06,2,23,0,5,1,1,27,93,120
2930,2011-05-07,2,0,0,6,0,1,10,76,86
2931,2011-05-07,2,1,0,6,0,1,8,50,58
2932,2011-05-07,2,2,0,6,0,1,5,47,52
2933,2011-05-07,2,3,0,6,0,1,9,9,18
2934,2011-05-07,2,4,0,6,0,1,1,4,5
2935,2011-05-07,2,5,0,6,0,1,4,3,7
2936,2011-05-07,2,6,0,6,0,1,1,12,13
2937,2011-05-07,2,7,0,6,0,1,8,32,40
2938,2011-05-07,2,8,0,6,0,1,19,96,115
2939,2011-05-07,2,9,0,6,0,1,54,164,218
2940,2011-05-07,2,10,0,6,0,1,90,208,298
2941,2011-05-07,2,11,0,6,0,1,132,215,347
2942,2011-05-07,2,12,0,6,0,1,129,244,373
2943,2011-05-07,2,13,0,6,0,1,196,240,436
2944,2011-05-07,2,14,0,6,0,3,143,235,378
2945,2011-05-07,2,15,0,6,0,1,148,230,378
2946,2011-05-07,2,16,0,6,0,1,119,223,342
2947,2011-05-07,2,17,0,6,0,1,138,216,354
2948,2011-05-07,2,18,0,6,0,1,114,175,289
2949,2011-05-07,2,19,0,6,0,1,88,179,267
2950,2011-05-07,2,20,0,6,0,1,82,137,219
2951,2011-05-07,2,21,0,6,0,1,58,124,182
2952,2011-05-07,2,22,0,6,0,1,26,94,120
2953,2011-05-07,2,23,0,6,0,1,30,89,119
2954,2011-05-08,2,0,0,0,0,2,22,78,100
2955,2011-05-08,2,1,0,0,0,2,8,56,64
2956,2011-05-08,2,2,0,0,0,1,17,42,59
2957,2011-05-08,2,3,0,0,0,1,10,21,31
2958,2011-05-08,2,4,0,0,0,1,2,8,10
2959,2011-05-08,2,5,0,0,0,2,0,5,5
2960,2011-05-08,2,6,0,0,0,2,2,4,6
2961,2011-05-08,2,7,0,0,0,2,8,15,23
2962,2011-05-08,2,8,0,0,0,1,28,58,86
2963,2011-05-08,2,9,0,0,0,1,48,112,160
2964,2011-05-08,2,10,0,0,0,1,91,153,244
2965,2011-05-08,2,11,0,0,0,1,142,198,340
2966,2011-05-08,2,12,0,0,0,1,139,243,382
2967,2011-05-08,2,13,0,0,0,1,166,224,390
2968,2011-05-08,2,14,0,0,0,1,126,240,366
2969,2011-05-08,2,15,0,0,0,1,128,230,358
2970,2011-05-08,2,16,0,0,0,1,122,263,385
2971,2011-05-08,2,17,0,0,0,3,106,245,351
2972,2011-05-08,2,18,0,0,0,1,63,205,268
2973,2011-05-08,2,19,0,0,0,1,61,178,239
2974,2011-05-08,2,20,0,0,0,1,42,132,174
2975,2011-05-08,2,21,0,0,0,1,32,95,127
2976,2011-05-08,2,22,0,0,0,1,29,86,115
2977,2011-05-08,2,23,0,0,0,1,9,41,50
2978,2011-05-09,2,0,0,1,1,1,31,22,53
2979,2011-05-09,2,1,0,1,1,1,25,8,33
2980,2011-05-09,2,2,0,1,1,1,6,2,8
2981,2011-05-09,2,3,0,1,1,1,0,7,7
2982,2011-05-09,2,4,0,1,1,1,0,4,4
2983,2011-05-09,2,5,0,1,1,1,0,23,23
2984,2011-05-09,2,6,0,1,1,1,2,87,89
2985,2011-05-09,2,7,0,1,1,1,16,221,237
2986,2011-05-09,2,8,0,1,1,1,23,351,374
2987,2011-05-09,2,9,0,1,1,1,36,142,178
2988,2011-05-09,2,10,0,1,1,1,24,95,119
2989,2011-05-09,2,11,0,1,1,1,26,99,125
2990,2011-05-09,2,12,0,1,1,1,35,160,195
2991,2011-05-09,2,13,0,1,1,1,36,138,174
2992,2011-05-09,2,14,0,1,1,1,44,118,162
2993,2011-05-09,2,15,0,1,1,1,51,148,199
2994,2011-05-09,2,16,0,1,1,1,49,255,304
2995,2011-05-09,2,17,0,1,1,1,59,539,598
2996,2011-05-09,2,18,0,1,1,1,66,458,524
2997,2011-05-09,2,19,0,1,1,1,45,339,384
2998,2011-05-09,2,20,0,1,1,1,25,214,239
2999,2011-05-09,2,21,0,1,1,1,28,128,156
3000,2011-05-09,2,22,0,1,1,1,21,95,116
3001,2011-05-09,2,23,0,1,1,1,16,45,61
3002,2011-05-10,2,0,0,2,1,1,6,12,18
3003,2011-05-10,2,1,0,2,1,1,3,12,15
3004,2011-05-10,2,2,0,2,1,1,1,4,5
3005,2011-05-10,2,3,0,2,1,1,1,3,4
3006,2011-05-10,2,4,0,2,1,1,0,2,2
3007,2011-05-10,2,5,0,2,1,1,1,28,29
3008,2011-05-10,2,6,0,2,1,1,9,103,112
3009,2011-05-10,2,7,0,2,1,2,13,301,314
3010,2011-05-10,2,8,0,2,1,2,28,397,425
3011,2011-05-10,2,9,0,2,1,2,29,176,205
3012,2011-05-10,2,10,0,2,1,2,27,100,127
